Vendor Name,Vendor Email,Order Number,Store Name,Delivery Date,Product Name,Product Description,Category,Unit of Measurement,Quantity,Price per Unit,Expiration Date
Watts-Brown,rgiles@example.net,3576444a-898a-4713-8d17-db48a82ddd5a,ABC Foodmart - Bay Ridge,5/19/2024,Frozen Vegetables,"High-quality frozen foods item, Frozen Vegetables, sourced responsibly.",frozen foods,kg,3,61.34,9/14/2024
Watts-Brown,rgiles@example.net,3576444a-898a-4713-8d17-db48a82ddd5a,ABC Foodmart - Bay Ridge,5/19/2024,Bread,"High-quality bakery item, Bread, sourced responsibly.",bakery,kg,87,80.04,8/11/2024
Watts-Brown,rgiles@example.net,3576444a-898a-4713-8d17-db48a82ddd5a,ABC Foodmart - Bay Ridge,5/19/2024,Tulips,"High-quality floral item, Tulips, sourced responsibly.",floral,kg,56,87.63,2/16/2025
Watts-Brown,rgiles@example.net,3576444a-898a-4713-8d17-db48a82ddd5a,ABC Foodmart - Bay Ridge,5/19/2024,Lobster,"High-quality seafood item, Lobster, sourced responsibly.",seafood,ml,98,17.22,5/11/2025
Cox-Acosta,hbarton@example.org,ab8512d9-3f7c-402c-baa1-b16deb8b1790,ABC Foodmart - Staten Island,10/7/2024,Lobster,"High-quality seafood item, Lobster, sourced responsibly.",seafood,kg,3,81.74,9/12/2025
Cox-Acosta,hbarton@example.org,ab8512d9-3f7c-402c-baa1-b16deb8b1790,ABC Foodmart - Staten Island,10/7/2024,Ham,"High-quality deli item, Ham, sourced responsibly.",deli,kg,39,37.04,7/12/2025
Cox-Acosta,hbarton@example.org,ab8512d9-3f7c-402c-baa1-b16deb8b1790,ABC Foodmart - Staten Island,10/7/2024,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,ml,67,63.08,1/28/2025
Cox-Acosta,hbarton@example.org,ab8512d9-3f7c-402c-baa1-b16deb8b1790,ABC Foodmart - Staten Island,10/7/2024,Cough Syrup,"High-quality pharmacy item, Cough Syrup, sourced responsibly.",pharmacy,ml,100,66.51,6/22/2025
Cox-Acosta,hbarton@example.org,ab8512d9-3f7c-402c-baa1-b16deb8b1790,ABC Foodmart - Staten Island,10/7/2024,Ice Cream,"High-quality frozen foods item, Ice Cream, sourced responsibly.",frozen foods,pieces,10,83.29,12/22/2024
Rubio-Valdez,isanders@example.com,4d3f976b-ebe4-4732-b29c-d34d0b431da1,ABC Foodmart - Staten Island,2/2/2025,Apples,"High-quality fresh produce item, Apples, sourced responsibly.",fresh produce,kg,70,29.08,11/4/2025
Rubio-Valdez,isanders@example.com,4d3f976b-ebe4-4732-b29c-d34d0b431da1,ABC Foodmart - Staten Island,2/2/2025,Bagel,"High-quality bakery item, Bagel, sourced responsibly.",bakery,pieces,2,91.81,6/6/2025
Rubio-Valdez,isanders@example.com,4d3f976b-ebe4-4732-b29c-d34d0b431da1,ABC Foodmart - Staten Island,2/2/2025,Milk,"High-quality dairy item, Milk, sourced responsibly.",dairy,ml,98,37.28,6/22/2025
Rubio-Valdez,isanders@example.com,4d3f976b-ebe4-4732-b29c-d34d0b431da1,ABC Foodmart - Staten Island,2/2/2025,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,ml,67,78,1/2/2026
Rubio-Valdez,isanders@example.com,4d3f976b-ebe4-4732-b29c-d34d0b431da1,ABC Foodmart - Staten Island,2/2/2025,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,pieces,22,43.78,7/15/2025
Lowery-Abbott,darrylwilliams@example.net,a9ca6190-cda6-4099-8aab-4b8b72477aed,ABC Foodmart - Bay Ridge,5/20/2024,Ham,"High-quality deli item, Ham, sourced responsibly.",deli,pieces,72,39.26,3/17/2025
Lowery-Abbott,darrylwilliams@example.net,a9ca6190-cda6-4099-8aab-4b8b72477aed,ABC Foodmart - Bay Ridge,5/20/2024,Pasta,"High-quality dry goods item, Pasta, sourced responsibly.",dry goods,pieces,98,24.04,3/26/2025
Lowery-Abbott,darrylwilliams@example.net,a9ca6190-cda6-4099-8aab-4b8b72477aed,ABC Foodmart - Bay Ridge,5/20/2024,Cough Syrup,"High-quality pharmacy item, Cough Syrup, sourced responsibly.",pharmacy,pieces,3,48.09,12/30/2024
Lowery-Abbott,darrylwilliams@example.net,a9ca6190-cda6-4099-8aab-4b8b72477aed,ABC Foodmart - Bay Ridge,5/20/2024,Salmon Fillet,"High-quality seafood item, Salmon Fillet, sourced responsibly.",seafood,pieces,16,82.68,1/6/2025
Lowery-Abbott,darrylwilliams@example.net,a9ca6190-cda6-4099-8aab-4b8b72477aed,ABC Foodmart - Bay Ridge,5/20/2024,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,kg,83,95.36,12/10/2024
"West, Jones and Hatfield",natasha72@example.com,b0a26cc2-7e44-4a72-b6f7-213cb1aae167,ABC Foodmart - DUMBO,9/6/2024,Bagel,"High-quality bakery item, Bagel, sourced responsibly.",bakery,ml,18,13.54,9/30/2024
"West, Jones and Hatfield",natasha72@example.com,b0a26cc2-7e44-4a72-b6f7-213cb1aae167,ABC Foodmart - DUMBO,9/6/2024,Band-Aids,"High-quality pharmacy item, Band-Aids, sourced responsibly.",pharmacy,ml,19,98.51,12/28/2024
"West, Jones and Hatfield",natasha72@example.com,b0a26cc2-7e44-4a72-b6f7-213cb1aae167,ABC Foodmart - DUMBO,9/6/2024,Beans,"High-quality dry goods item, Beans, sourced responsibly.",dry goods,ml,27,67.76,12/24/2024
"West, Jones and Hatfield",natasha72@example.com,b0a26cc2-7e44-4a72-b6f7-213cb1aae167,ABC Foodmart - DUMBO,9/6/2024,Shrimp,"High-quality seafood item, Shrimp, sourced responsibly.",seafood,pieces,38,33.33,3/9/2025
"West, Jones and Hatfield",natasha72@example.com,b0a26cc2-7e44-4a72-b6f7-213cb1aae167,ABC Foodmart - DUMBO,9/6/2024,Beef Steak,"High-quality meats item, Beef Steak, sourced responsibly.",meats,ml,91,73.82,1/23/2025
Franklin-Coleman,christophermolina@example.net,a2f45491-7f54-4446-9272-14ccd53e111c,ABC Foodmart - DUMBO,8/5/2024,Bagel,"High-quality bakery item, Bagel, sourced responsibly.",bakery,kg,31,39.79,3/28/2025
Franklin-Coleman,christophermolina@example.net,a2f45491-7f54-4446-9272-14ccd53e111c,ABC Foodmart - DUMBO,8/5/2024,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,pieces,6,50.16,3/1/2025
Franklin-Coleman,christophermolina@example.net,a2f45491-7f54-4446-9272-14ccd53e111c,ABC Foodmart - DUMBO,8/5/2024,Salmon Fillet,"High-quality seafood item, Salmon Fillet, sourced responsibly.",seafood,kg,80,47.28,1/24/2025
Franklin-Coleman,christophermolina@example.net,a2f45491-7f54-4446-9272-14ccd53e111c,ABC Foodmart - DUMBO,8/5/2024,Tulips,"High-quality floral item, Tulips, sourced responsibly.",floral,pieces,34,42.95,10/9/2024
Franklin-Coleman,christophermolina@example.net,a2f45491-7f54-4446-9272-14ccd53e111c,ABC Foodmart - DUMBO,8/5/2024,Frozen Vegetables,"High-quality frozen foods item, Frozen Vegetables, sourced responsibly.",frozen foods,pieces,96,3.55,5/25/2025
Sutton Ltd,clarkeddie@example.net,162e7c48-f7b3-4788-a8e0-0e80f2343fda,ABC Foodmart - Bay Ridge,8/26/2024,Soda,"High-quality beverages item, Soda, sourced responsibly.",beverages,kg,18,1.52,1/30/2025
Sutton Ltd,clarkeddie@example.net,162e7c48-f7b3-4788-a8e0-0e80f2343fda,ABC Foodmart - Bay Ridge,8/26/2024,Water,"High-quality beverages item, Water, sourced responsibly.",beverages,kg,76,93.15,10/18/2024
Sutton Ltd,clarkeddie@example.net,162e7c48-f7b3-4788-a8e0-0e80f2343fda,ABC Foodmart - Bay Ridge,8/26/2024,Roast Beef,"High-quality deli item, Roast Beef, sourced responsibly.",deli,ml,99,92.18,9/7/2024
Sutton Ltd,clarkeddie@example.net,162e7c48-f7b3-4788-a8e0-0e80f2343fda,ABC Foodmart - Bay Ridge,8/26/2024,Juice,"High-quality beverages item, Juice, sourced responsibly.",beverages,pieces,44,94.13,4/26/2025
Sutton Ltd,clarkeddie@example.net,162e7c48-f7b3-4788-a8e0-0e80f2343fda,ABC Foodmart - Bay Ridge,8/26/2024,Beef Steak,"High-quality meats item, Beef Steak, sourced responsibly.",meats,pieces,17,84.65,10/5/2024
Gonzalez-Diaz,jacksonchristopher@example.com,95409f39-4eb3-4624-a7f8-3ee6180e75e6,ABC Foodmart - Whitestone,7/22/2024,Roses,"High-quality floral item, Roses, sourced responsibly.",floral,pieces,18,3.84,11/28/2024
Gonzalez-Diaz,jacksonchristopher@example.com,95409f39-4eb3-4624-a7f8-3ee6180e75e6,ABC Foodmart - Whitestone,7/22/2024,Band-Aids,"High-quality pharmacy item, Band-Aids, sourced responsibly.",pharmacy,ml,96,75.14,7/19/2025
Gonzalez-Diaz,jacksonchristopher@example.com,95409f39-4eb3-4624-a7f8-3ee6180e75e6,ABC Foodmart - Whitestone,7/22/2024,Bagel,"High-quality bakery item, Bagel, sourced responsibly.",bakery,ml,67,8.22,3/17/2025
Gonzalez-Diaz,jacksonchristopher@example.com,95409f39-4eb3-4624-a7f8-3ee6180e75e6,ABC Foodmart - Whitestone,7/22/2024,Salmon Fillet,"High-quality seafood item, Salmon Fillet, sourced responsibly.",seafood,ml,97,88.38,4/15/2025
Gonzalez-Diaz,jacksonchristopher@example.com,95409f39-4eb3-4624-a7f8-3ee6180e75e6,ABC Foodmart - Whitestone,7/22/2024,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,kg,19,0.78,2/27/2025
"Wong, Mcdonald and Rodriguez",elizabethdavis@example.com,7879245e-1997-47b6-ae42-43fff465d95e,ABC Foodmart - DUMBO,8/9/2024,Ice Cream,"High-quality frozen foods item, Ice Cream, sourced responsibly.",frozen foods,pieces,99,23.31,10/4/2024
"Wong, Mcdonald and Rodriguez",elizabethdavis@example.com,7879245e-1997-47b6-ae42-43fff465d95e,ABC Foodmart - DUMBO,8/9/2024,Salmon Fillet,"High-quality seafood item, Salmon Fillet, sourced responsibly.",seafood,pieces,51,36.49,3/5/2025
"Wong, Mcdonald and Rodriguez",elizabethdavis@example.com,7879245e-1997-47b6-ae42-43fff465d95e,ABC Foodmart - DUMBO,8/9/2024,Lettuce,"High-quality fresh produce item, Lettuce, sourced responsibly.",fresh produce,kg,8,88.43,4/23/2025
"Wong, Mcdonald and Rodriguez",elizabethdavis@example.com,7879245e-1997-47b6-ae42-43fff465d95e,ABC Foodmart - DUMBO,8/9/2024,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,pieces,35,42.55,1/17/2025
"Wong, Mcdonald and Rodriguez",elizabethdavis@example.com,7879245e-1997-47b6-ae42-43fff465d95e,ABC Foodmart - DUMBO,8/9/2024,Milk,"High-quality dairy item, Milk, sourced responsibly.",dairy,pieces,94,26.45,11/27/2024
Ford Group,kristigonzalez@example.org,94c063f5-0c1c-45de-8165-cdd4bf351c01,ABC Foodmart - Whitestone,11/9/2024,Water,"High-quality beverages item, Water, sourced responsibly.",beverages,kg,11,66.76,10/27/2025
Ford Group,kristigonzalez@example.org,94c063f5-0c1c-45de-8165-cdd4bf351c01,ABC Foodmart - Whitestone,11/9/2024,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,pieces,49,68.2,10/17/2025
Ford Group,kristigonzalez@example.org,94c063f5-0c1c-45de-8165-cdd4bf351c01,ABC Foodmart - Whitestone,11/9/2024,Juice,"High-quality beverages item, Juice, sourced responsibly.",beverages,ml,75,23.84,4/23/2025
Ford Group,kristigonzalez@example.org,94c063f5-0c1c-45de-8165-cdd4bf351c01,ABC Foodmart - Whitestone,11/9/2024,Ham,"High-quality deli item, Ham, sourced responsibly.",deli,pieces,70,94.24,8/31/2025
Ford Group,kristigonzalez@example.org,94c063f5-0c1c-45de-8165-cdd4bf351c01,ABC Foodmart - Whitestone,11/9/2024,Milk,"High-quality dairy item, Milk, sourced responsibly.",dairy,pieces,13,94.9,6/23/2025
Silva PLC,ohowe@example.org,745c0fb7-e8d7-4152-bda6-ee1301b033d5,ABC Foodmart - Staten Island,5/1/2024,Pork Loin,"High-quality meats item, Pork Loin, sourced responsibly.",meats,kg,46,71.04,11/16/2024
Silva PLC,ohowe@example.org,745c0fb7-e8d7-4152-bda6-ee1301b033d5,ABC Foodmart - Staten Island,5/1/2024,Croissant,"High-quality bakery item, Croissant, sourced responsibly.",bakery,kg,59,32.23,12/21/2024
Silva PLC,ohowe@example.org,745c0fb7-e8d7-4152-bda6-ee1301b033d5,ABC Foodmart - Staten Island,5/1/2024,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,ml,65,43.04,2/12/2025
Silva PLC,ohowe@example.org,745c0fb7-e8d7-4152-bda6-ee1301b033d5,ABC Foodmart - Staten Island,5/1/2024,Turkey Breast,"High-quality deli item, Turkey Breast, sourced responsibly.",deli,kg,30,62.39,2/14/2025
Silva PLC,ohowe@example.org,745c0fb7-e8d7-4152-bda6-ee1301b033d5,ABC Foodmart - Staten Island,5/1/2024,Tulips,"High-quality floral item, Tulips, sourced responsibly.",floral,ml,69,96.38,7/11/2024
Franklin-Coleman,christophermolina@example.net,b18885be-6f0e-459b-b2bd-7f1bd7a773a3,ABC Foodmart - Tribeca,5/30/2024,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,ml,48,55.44,12/29/2024
Franklin-Coleman,christophermolina@example.net,b18885be-6f0e-459b-b2bd-7f1bd7a773a3,ABC Foodmart - Tribeca,5/30/2024,Beans,"High-quality dry goods item, Beans, sourced responsibly.",dry goods,ml,47,84.46,8/13/2024
Franklin-Coleman,christophermolina@example.net,b18885be-6f0e-459b-b2bd-7f1bd7a773a3,ABC Foodmart - Tribeca,5/30/2024,Cough Syrup,"High-quality pharmacy item, Cough Syrup, sourced responsibly.",pharmacy,ml,76,81.54,3/9/2025
Franklin-Coleman,christophermolina@example.net,b18885be-6f0e-459b-b2bd-7f1bd7a773a3,ABC Foodmart - Tribeca,5/30/2024,Pasta,"High-quality dry goods item, Pasta, sourced responsibly.",dry goods,pieces,68,66.63,3/23/2025
Franklin-Coleman,christophermolina@example.net,b18885be-6f0e-459b-b2bd-7f1bd7a773a3,ABC Foodmart - Tribeca,5/30/2024,Roast Beef,"High-quality deli item, Roast Beef, sourced responsibly.",deli,pieces,41,76.56,9/2/2024
Hamilton-Burton,scottedward@example.net,99a5c335-58a2-4d5b-a838-ef007fa3f167,ABC Foodmart - Bay Ridge,11/24/2024,Pork Loin,"High-quality meats item, Pork Loin, sourced responsibly.",meats,pieces,83,30.12,1/21/2025
Hamilton-Burton,scottedward@example.net,99a5c335-58a2-4d5b-a838-ef007fa3f167,ABC Foodmart - Bay Ridge,11/24/2024,Apples,"High-quality fresh produce item, Apples, sourced responsibly.",fresh produce,ml,54,35.61,8/1/2025
Hamilton-Burton,scottedward@example.net,99a5c335-58a2-4d5b-a838-ef007fa3f167,ABC Foodmart - Bay Ridge,11/24/2024,Tulips,"High-quality floral item, Tulips, sourced responsibly.",floral,pieces,48,67.29,1/10/2025
Hamilton-Burton,scottedward@example.net,99a5c335-58a2-4d5b-a838-ef007fa3f167,ABC Foodmart - Bay Ridge,11/24/2024,Beef Steak,"High-quality meats item, Beef Steak, sourced responsibly.",meats,kg,27,48.31,3/4/2025
Hamilton-Burton,scottedward@example.net,99a5c335-58a2-4d5b-a838-ef007fa3f167,ABC Foodmart - Bay Ridge,11/24/2024,Turkey Breast,"High-quality deli item, Turkey Breast, sourced responsibly.",deli,kg,43,73.93,6/1/2025
Matthews LLC,guerreroconnie@example.net,3ff540ac-0a72-4eb3-ae76-f77a55ca3f04,ABC Foodmart - Tribeca,5/13/2024,Sunflowers,"High-quality floral item, Sunflowers, sourced responsibly.",floral,pieces,90,16.16,6/22/2024
Matthews LLC,guerreroconnie@example.net,3ff540ac-0a72-4eb3-ae76-f77a55ca3f04,ABC Foodmart - Tribeca,5/13/2024,Tulips,"High-quality floral item, Tulips, sourced responsibly.",floral,ml,35,38.48,10/19/2024
Matthews LLC,guerreroconnie@example.net,3ff540ac-0a72-4eb3-ae76-f77a55ca3f04,ABC Foodmart - Tribeca,5/13/2024,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,ml,42,10.2,11/18/2024
Matthews LLC,guerreroconnie@example.net,3ff540ac-0a72-4eb3-ae76-f77a55ca3f04,ABC Foodmart - Tribeca,5/13/2024,Juice,"High-quality beverages item, Juice, sourced responsibly.",beverages,pieces,22,62.96,9/10/2024
Matthews LLC,guerreroconnie@example.net,3ff540ac-0a72-4eb3-ae76-f77a55ca3f04,ABC Foodmart - Tribeca,5/13/2024,Beans,"High-quality dry goods item, Beans, sourced responsibly.",dry goods,ml,79,33.94,11/23/2024
"Crawford, Oliver and Anderson",dawndaniel@example.net,2c07a7b2-e7ea-4e9a-ad9d-4460db734098,ABC Foodmart - Tribeca,1/29/2025,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,ml,23,23.02,5/27/2025
"Crawford, Oliver and Anderson",dawndaniel@example.net,2c07a7b2-e7ea-4e9a-ad9d-4460db734098,ABC Foodmart - Tribeca,1/29/2025,Bagel,"High-quality bakery item, Bagel, sourced responsibly.",bakery,ml,1,37.58,5/14/2025
"Crawford, Oliver and Anderson",dawndaniel@example.net,2c07a7b2-e7ea-4e9a-ad9d-4460db734098,ABC Foodmart - Tribeca,1/29/2025,Croissant,"High-quality bakery item, Croissant, sourced responsibly.",bakery,pieces,5,78.82,7/30/2025
"Crawford, Oliver and Anderson",dawndaniel@example.net,2c07a7b2-e7ea-4e9a-ad9d-4460db734098,ABC Foodmart - Tribeca,1/29/2025,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,pieces,65,72.86,11/20/2025
"Crawford, Oliver and Anderson",dawndaniel@example.net,2c07a7b2-e7ea-4e9a-ad9d-4460db734098,ABC Foodmart - Tribeca,1/29/2025,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,kg,26,43.89,1/22/2026
Morris and Sons,chernandez@example.com,11e00df4-da8a-4dac-825f-870beb4729ad,ABC Foodmart - Staten Island,1/25/2025,Ice Cream,"High-quality frozen foods item, Ice Cream, sourced responsibly.",frozen foods,pieces,25,19.37,1/17/2026
Morris and Sons,chernandez@example.com,11e00df4-da8a-4dac-825f-870beb4729ad,ABC Foodmart - Staten Island,1/25/2025,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,kg,4,89.59,3/12/2025
Morris and Sons,chernandez@example.com,11e00df4-da8a-4dac-825f-870beb4729ad,ABC Foodmart - Staten Island,1/25/2025,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,pieces,74,27.61,7/19/2025
Morris and Sons,chernandez@example.com,11e00df4-da8a-4dac-825f-870beb4729ad,ABC Foodmart - Staten Island,1/25/2025,Water,"High-quality beverages item, Water, sourced responsibly.",beverages,ml,26,59.77,5/19/2025
Morris and Sons,chernandez@example.com,11e00df4-da8a-4dac-825f-870beb4729ad,ABC Foodmart - Staten Island,1/25/2025,Tulips,"High-quality floral item, Tulips, sourced responsibly.",floral,ml,19,81.1,12/27/2025
Leonard Inc,perkinsalexander@example.org,40411aea-85bd-4d03-b36d-c721807a9583,ABC Foodmart - DUMBO,9/6/2024,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,kg,8,50.21,8/14/2025
Leonard Inc,perkinsalexander@example.org,40411aea-85bd-4d03-b36d-c721807a9583,ABC Foodmart - DUMBO,9/6/2024,Croissant,"High-quality bakery item, Croissant, sourced responsibly.",bakery,pieces,22,95.77,10/6/2024
Leonard Inc,perkinsalexander@example.org,40411aea-85bd-4d03-b36d-c721807a9583,ABC Foodmart - DUMBO,9/6/2024,Pork Loin,"High-quality meats item, Pork Loin, sourced responsibly.",meats,pieces,33,82.12,7/17/2025
Leonard Inc,perkinsalexander@example.org,40411aea-85bd-4d03-b36d-c721807a9583,ABC Foodmart - DUMBO,9/6/2024,Croissant,"High-quality bakery item, Croissant, sourced responsibly.",bakery,pieces,41,84.08,12/18/2024
Leonard Inc,perkinsalexander@example.org,40411aea-85bd-4d03-b36d-c721807a9583,ABC Foodmart - DUMBO,9/6/2024,Beans,"High-quality dry goods item, Beans, sourced responsibly.",dry goods,pieces,82,77.53,6/30/2025
Rubio-Valdez,isanders@example.com,129cdbc9-4316-4410-9a01-ae7b348cf929,ABC Foodmart - Whitestone,7/5/2024,Roses,"High-quality floral item, Roses, sourced responsibly.",floral,kg,24,69.42,4/5/2025
Rubio-Valdez,isanders@example.com,129cdbc9-4316-4410-9a01-ae7b348cf929,ABC Foodmart - Whitestone,7/5/2024,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,pieces,11,20.65,11/24/2024
Rubio-Valdez,isanders@example.com,129cdbc9-4316-4410-9a01-ae7b348cf929,ABC Foodmart - Whitestone,7/5/2024,Tulips,"High-quality floral item, Tulips, sourced responsibly.",floral,ml,10,94.36,11/23/2024
Rubio-Valdez,isanders@example.com,129cdbc9-4316-4410-9a01-ae7b348cf929,ABC Foodmart - Whitestone,7/5/2024,Ice Cream,"High-quality frozen foods item, Ice Cream, sourced responsibly.",frozen foods,pieces,30,45.87,2/9/2025
Rubio-Valdez,isanders@example.com,129cdbc9-4316-4410-9a01-ae7b348cf929,ABC Foodmart - Whitestone,7/5/2024,Soda,"High-quality beverages item, Soda, sourced responsibly.",beverages,ml,91,69.84,1/14/2025
Molina-Rivera,holly61@example.net,c33e2de8-1550-44e7-9ebe-7b2474e5a8cf,ABC Foodmart - Tribeca,2/1/2025,Lettuce,"High-quality fresh produce item, Lettuce, sourced responsibly.",fresh produce,ml,49,73.38,1/22/2026
Molina-Rivera,holly61@example.net,c33e2de8-1550-44e7-9ebe-7b2474e5a8cf,ABC Foodmart - Tribeca,2/1/2025,Juice,"High-quality beverages item, Juice, sourced responsibly.",beverages,kg,15,98.44,1/31/2026
Molina-Rivera,holly61@example.net,c33e2de8-1550-44e7-9ebe-7b2474e5a8cf,ABC Foodmart - Tribeca,2/1/2025,Milk,"High-quality dairy item, Milk, sourced responsibly.",dairy,kg,26,99.05,3/6/2025
Molina-Rivera,holly61@example.net,c33e2de8-1550-44e7-9ebe-7b2474e5a8cf,ABC Foodmart - Tribeca,2/1/2025,Milk,"High-quality dairy item, Milk, sourced responsibly.",dairy,ml,75,62.58,8/19/2025
Molina-Rivera,holly61@example.net,c33e2de8-1550-44e7-9ebe-7b2474e5a8cf,ABC Foodmart - Tribeca,2/1/2025,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,ml,70,60.43,4/13/2025
Morris and Sons,chernandez@example.com,b0ed146b-d5a5-4a97-a143-c1334e90b304,ABC Foodmart - Whitestone,12/31/2024,Band-Aids,"High-quality pharmacy item, Band-Aids, sourced responsibly.",pharmacy,pieces,97,36.49,8/7/2025
Morris and Sons,chernandez@example.com,b0ed146b-d5a5-4a97-a143-c1334e90b304,ABC Foodmart - Whitestone,12/31/2024,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,pieces,58,36.09,4/1/2025
Morris and Sons,chernandez@example.com,b0ed146b-d5a5-4a97-a143-c1334e90b304,ABC Foodmart - Whitestone,12/31/2024,Bread,"High-quality bakery item, Bread, sourced responsibly.",bakery,kg,56,94.81,1/30/2025
Morris and Sons,chernandez@example.com,b0ed146b-d5a5-4a97-a143-c1334e90b304,ABC Foodmart - Whitestone,12/31/2024,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,kg,85,96.69,11/5/2025
Morris and Sons,chernandez@example.com,b0ed146b-d5a5-4a97-a143-c1334e90b304,ABC Foodmart - Whitestone,12/31/2024,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,kg,21,38.64,5/12/2025
Patterson and Sons,andrea86@example.com,c25e032b-a5fa-44ed-b371-d0c7c85807b6,ABC Foodmart - Bay Ridge,3/3/2025,Pork Loin,"High-quality meats item, Pork Loin, sourced responsibly.",meats,kg,3,26.62,10/28/2025
Patterson and Sons,andrea86@example.com,c25e032b-a5fa-44ed-b371-d0c7c85807b6,ABC Foodmart - Bay Ridge,3/3/2025,Tulips,"High-quality floral item, Tulips, sourced responsibly.",floral,ml,25,26,5/6/2025
Patterson and Sons,andrea86@example.com,c25e032b-a5fa-44ed-b371-d0c7c85807b6,ABC Foodmart - Bay Ridge,3/3/2025,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,kg,81,78.53,1/27/2026
Patterson and Sons,andrea86@example.com,c25e032b-a5fa-44ed-b371-d0c7c85807b6,ABC Foodmart - Bay Ridge,3/3/2025,Beef Steak,"High-quality meats item, Beef Steak, sourced responsibly.",meats,ml,39,23.86,12/28/2025
Patterson and Sons,andrea86@example.com,c25e032b-a5fa-44ed-b371-d0c7c85807b6,ABC Foodmart - Bay Ridge,3/3/2025,Sunflowers,"High-quality floral item, Sunflowers, sourced responsibly.",floral,ml,58,90.79,2/11/2026
Wang-Combs,jefferygalvan@example.org,d6d36640-3b6c-45e6-a026-f67abd26bfbd,ABC Foodmart - Bay Ridge,2/5/2025,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,ml,97,98.01,7/6/2025
Wang-Combs,jefferygalvan@example.org,d6d36640-3b6c-45e6-a026-f67abd26bfbd,ABC Foodmart - Bay Ridge,2/5/2025,Pasta,"High-quality dry goods item, Pasta, sourced responsibly.",dry goods,pieces,95,73.22,4/15/2025
Wang-Combs,jefferygalvan@example.org,d6d36640-3b6c-45e6-a026-f67abd26bfbd,ABC Foodmart - Bay Ridge,2/5/2025,Soda,"High-quality beverages item, Soda, sourced responsibly.",beverages,pieces,35,85.73,12/29/2025
Wang-Combs,jefferygalvan@example.org,d6d36640-3b6c-45e6-a026-f67abd26bfbd,ABC Foodmart - Bay Ridge,2/5/2025,Milk,"High-quality dairy item, Milk, sourced responsibly.",dairy,ml,30,95.97,7/24/2025
Wang-Combs,jefferygalvan@example.org,d6d36640-3b6c-45e6-a026-f67abd26bfbd,ABC Foodmart - Bay Ridge,2/5/2025,Band-Aids,"High-quality pharmacy item, Band-Aids, sourced responsibly.",pharmacy,ml,57,3.29,8/13/2025
Wang-Combs,jefferygalvan@example.org,ed1c5b83-69ed-4d11-8aab-10950406ff62,ABC Foodmart - DUMBO,10/12/2024,Frozen Vegetables,"High-quality frozen foods item, Frozen Vegetables, sourced responsibly.",frozen foods,pieces,23,96.39,9/18/2025
Wang-Combs,jefferygalvan@example.org,ed1c5b83-69ed-4d11-8aab-10950406ff62,ABC Foodmart - DUMBO,10/12/2024,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,ml,88,15.49,12/20/2024
Wang-Combs,jefferygalvan@example.org,ed1c5b83-69ed-4d11-8aab-10950406ff62,ABC Foodmart - DUMBO,10/12/2024,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,ml,33,98.57,1/31/2025
Wang-Combs,jefferygalvan@example.org,ed1c5b83-69ed-4d11-8aab-10950406ff62,ABC Foodmart - DUMBO,10/12/2024,Band-Aids,"High-quality pharmacy item, Band-Aids, sourced responsibly.",pharmacy,kg,78,10.94,6/22/2025
Wang-Combs,jefferygalvan@example.org,ed1c5b83-69ed-4d11-8aab-10950406ff62,ABC Foodmart - DUMBO,10/12/2024,Cough Syrup,"High-quality pharmacy item, Cough Syrup, sourced responsibly.",pharmacy,kg,10,32.45,7/21/2025
